CommodityGroup,Commodity,Market,Variety,Grade,Model
Oil Seeds,Soyabeen,KALGHATGI,Soyabeen,Average,Ashok1.4ETSv4
Oil Seeds,Soyabeen,SHIGGAON,Soyabeen,Average,Ashok5.1.StructTSv1
Oil Seeds,Sunflower,BALLARI,Sunflower,Average,Jasma1.2.ETSv2
Oil Seeds,Sunflower,BASAVAKALYANA,Sunflower,Average,Jasma1.4.ETSv4
Oil Seeds,Sunflower,CHALLAKERE,Sunflower,Average,Ashok5.1.StructTSv1
Oil Seeds,Sunflower,CHITRADURGA,Local,Average,Ashok1.4ETSv4
Oil Seeds,Sunflower,DAVANAGERE,Local,Average,Jasma1.3.ETSv3
Oil Seeds,Sunflower,GADAG,Sunflower,Average,Ashok5.1.StructTSv1
Oil Seeds,Sunflower,KALABURAGI,Sunflower,Average,Ashok1.4ETSv4
Oil Seeds,Sunflower,KOPPAL,Hybrid,Average,Ashok5.1.StructTSv1
Oil Seeds,Sunflower,KOTTUR,Hybrid,Average,Ashok5.1.StructTSv1
Oil Seeds,Sunflower,LAXMESHWAR,Sunflower,Average,Ashok1.4ETSv4
Oil Seeds,Sunflower,MUNDARGI,Sunflower,Average,Jasma1.3.ETSv3
Oil Seeds,Sunflower,RAICHUR,Sunflower,Average,Jasma1.3.ETSv3
Oil Seeds,Sunflower,RONA,Sunflower,Average,Ashok.BaggedETS.BaggedModelv1
Other,Coco Brooms,ARSIKERE,Coco Brooms,Average,Jasma1.1.ETSv1
Other,Coco Brooms,GUBBI,Coco Brooms,Average,Ashok5.1.StructTSv1
Other,Coco Brooms,HULIYAR,Coco Brooms,Average,Basic NN
Other,Coco Brooms,TURUVEKERE,Coco Brooms,Average,Basic NN
Other,Coconut (Per 1000),ARSIKERE,Medium,Average,Ashok3.1ARFIMAV1
Other,Coconut (Per 1000),BELTHANGADI,Grade-I,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),BENGALURU,Coconut,Average,Ashok3.1ARFIMAV1
Other,Coconut (Per 1000),BHADRAVATHI,Medium,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),C.R.NAGAR,Coconut,Average,Jasma6.1.BaggedETSv1
Other,Coconut (Per 1000),C.R.PATNA,Big,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),CHANNAPATNA,Coconut,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),CHICKBALLAPUR,Coconut,Average,Jasma1.4.ETSv4
Other,Coconut (Per 1000),DAVANAGERE,Coconut,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),GUBBI,Coconut,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),GUNDLUPET,Coconut,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),HARIHARA,Coconut,Average,Ashok4.1.BaggedETSv1
Other,Coconut (Per 1000),HASSAN,Other,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),K.R.PET,Coconut,Average,Ashok1.1BATSv1
Other,Coconut (Per 1000),KADUR,Coconut,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),KANAKAPURA,IISort  without Husk,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),KUMTA,Coconut,Average,Ashok2.2.ETSv2
Other,Coconut (Per 1000),KUNDAPUR,Big,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),KUNDAPUR,Medium,Average,Jasma6.1.BaggedETSv1
Other,Coconut (Per 1000),KUNIGAL,Coconut,Average,Ashok3.1ARFIMAV1
Other,Coconut (Per 1000),MADDUR,Coconut,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),MALUR,Coconut,Average,Ashok2.2.ETSv2
Other,Coconut (Per 1000),MANGALURU,Grade- II,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),MANGALURU,Grade-I,Average,Ashok1.4ETSv4
Other,Coconut (Per 1000),NAGAMANGALA,Medium,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),NANJANGUD,Coconut,Average,Basic NN
Other,Coconut (Per 1000),PANDAVAPURA,Coconut,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),PUTTUR,Grade- II,Average,Ashok5.1.StructTSv1
Other,Coconut (Per 1000),RAMANAGARA,Coconut,Average,Ashok3.1.BaggedModelv1
Other,Coconut (Per 1000),SANTHESARGUR,Coconut,Average,Jasma5.1.BaggedModelv1
Other,Coconut (Per 1000),SIRA,Medium,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),TARIKERE,Coconut,Average,Ashok2.1.ETSv1
Other,Coconut (Per 1000),TUMAKURU,Coconut,Average,Ashok.BaggedETS.BaggedETSv2
Other,Coconut (Per 1000),TUMAKURU,IISort  without Husk,Average,Jasma1.2.ETSv2
Other,Coconut (Per 1000),UDIPI,Grade- II,Average,Jasma3.1.ARFIMAv1
Other,Jaggery,ATHANI,PENTI,Average,Jasma1.1.ETSv1
Other,Jaggery,BANGARPET,Unde,Average,Ashok2.2.ETSv2
Other,Jaggery,BASAVAKALYANA,Mudde,Average,Jasma2.1BATSv1
Other,Jaggery,BELAGAVI,Mudde,Average,Jasma1.4.ETSv4
Other,Jaggery,BENGALURU,Mudde,Average,Ashok3.1.BaggedModelv1
Other,Jaggery,BHADRAVATHI,Unde,Average,Jasma6.1.BaggedETSv1
Other,Jaggery,GOKAK,PENTI,Average,Jasma1.4.ETSv4
Other,Jaggery,GUNDLUPET,Achhu,Average,Ashok.BaggedETS.BaggedModelv1
Other,Jaggery,KALABURAGI,Other,Average,Ashok4.1.BaggedETSv1
Other,Jaggery,MAHALINGAPURA,PENTI,Average,Jasma5.1.BaggedModelv1
Other,Jaggery,MYSURU,Other,Average,Jasma1.4.ETSv4
Other,Jaggery,PANDAVAPURA,Kurikatu,Average,Jasma6.1.BaggedETSv1
Other,Jaggery,SHIVAMOGGA,Achhu,Average,Ashok5.1.StructTSv1
Other,Jaggery,SRIRANGAPATNA,Kurikatu,Average,Jasma6.1.BaggedETSv1
Other,Jaggery,VIJAYAPURA,Achhu,Average,Jasma1.2.ETSv2
Other,Tender Coconut,C.R.NAGAR,Tender Coconut,Average,Ashok5.1.StructTSv1
Other,Tender Coconut,C.R.PATNA,Tender Coconut,Average,Ashok5.1.StructTSv1
Other,Tender Coconut,K.R.PET,Tender Coconut,Average,Jasma1.2.ETSv2
Other,Tender Coconut,MADDUR,Tender Coconut,Average,Jasma2.1BATSv1
Other,Tender Coconut,MUDIGERE,Tender Coconut,Average,Ashok2.1.ETSv1
Other,Tender Coconut,PANDAVAPURA,Tender Coconut,Average,Ashok5.1.StructTSv1
Other,Tender Coconut,T.NARSIPUR,Tender Coconut,Average,Basic NN
Pulses,Alasande Gram,BALLARI,Alasande Gram,Average,Jasma1.3.ETSv3
Pulses,Alasande Gram,BENGALURU,Alasande Gram,Average,Ashok2.2.ETSv2
Pulses,Alasande Gram,DHARWAR,Alasande Gram,Average,Jasma1.2.ETSv2
Pulses,Alasande Gram,GUNDLUPET,Alasande Gram,Average,Ashok1.1BATSv1
Pulses,Alasande Gram,HUBBALLI,Alasande Gram,Average,Jasma1.4.ETSv4
Pulses,Alasande Gram,LAXMESHWAR,Alasande Gram,Average,Ashok1.4ETSv4
Pulses,Arhar,GADAG,Tur (Whole) Arhar,Average,Ashok5.1.StructTSv1
Pulses,Avare,BENGALURU,Avare (Whole),Average,Jasma3.1.ARFIMAv1
Pulses,Avare,MYSURU,Avare (Whole),Average,Ashok.BaggedETS.BaggedETSv2
Pulses,Avaredal,BENGALURU,Avare Dal,Average,Ashok1.1BATSv1
Pulses,Bengal Gramdal,BENGALURU,Bengal Gram Dal,Average,Ashok2.2.ETSv2
Pulses,Bengal Gramdal,MYSURU,Bengal Gram Dal,Average,Ashok.BaggedETS.BaggedETSv2
Pulses,Bengal Gramdal,SHIVAMOGGA,Bengal Gram Dal,Average,Ashok5.1.StructTSv1
Pulses,Bengalgram,BALLARI,Average(Whole),Average,Jasma1.2.ETSv2
Pulses,Bengalgram,BASAVAKALYANA,Average(Whole),Average,Jasma1.2.ETSv2
Pulses,Bengalgram,BENGALURU,Average(Whole),Average,Ashok2.1.ETSv1
Pulses,Bengalgram,BIDAR,Average(Whole),Average,Jasma1.1.ETSv1
Pulses,Bengalgram,CHITRADURGA,Average(Whole),Average,Jasma1.1.ETSv1
Pulses,Bengalgram,DHARWAR,Jawari/Local,Average,Ashok5.1.StructTSv1
Pulses,Bengalgram,GADAG,Average(Whole),Average,Jasma1.2.ETSv2
Pulses,Bengalgram,HUBBALLI,Jawari/Local,Average,Jasma1.1.ETSv1
Pulses,Bengalgram,KALABURAGI,Average(Whole),Average,Ashok1.1BATSv1
Pulses,Bengalgram,LAXMESHWAR,Jawari/Local,Average,Ashok5.1.StructTSv1
Pulses,Bengalgram,LINGASARGUR,Average(Whole),Average,Ashok5.1.StructTSv1
Pulses,Bengalgram,MYSURU,Average(Whole),Average,Ashok1.4ETSv4
Pulses,Bengalgram,RAICHUR,Jawari/Local,Average,Jasma1.2.ETSv2
Pulses,Bengalgram,RONA,Average(Whole),Average,Ashok5.1.StructTSv1
Pulses,Bengalgram,SEDAM,Average(Whole),Average,Jasma1.1.ETSv1
Pulses,Bengalgram,SHIVAMOGGA,Jawari/Local,Average,Ashok4.1.BaggedETSv1
Pulses,Bengalgram,SINDHANUR,Average(Whole),Average,Ashok5.1.StructTSv1
Pulses,Bengalgram,VIJAYAPURA,Average(Whole),Average,Jasma1.1.ETSv1
Pulses,Bengalgram,YADGIR,Average(Whole),Average,Jasma6.1.BaggedETSv1
Pulses,Black Gramdal,BENGALURU,Black Gram Dal,Average,Jasma3.1.ARFIMAv1
Pulses,Black Gramdal,MYSURU,Black Gram Dal,Average,Ashok5.1.StructTSv1
Pulses,Black Gramdal,SHIVAMOGGA,Black Gram Dal,Average,Jasma1.1.ETSv1
Pulses,Blackgram,BASAVAKALYANA,Black Gram (Whole),Average,Ashok5.1.StructTSv1
Pulses,Blackgram,BENGALURU,Black Gram (Whole),Average,Ashok1.1BATSv1
Pulses,Blackgram,BIDAR,Black Gram (Whole),Average,Ashok3.1ARFIMAV1
Pulses,Blackgram,GADAG,Black Gram (Whole),Average,Jasma1.4.ETSv4
Pulses,Blackgram,HUBBALLI,Black Gram (Whole),Average,Ashok5.1.StructTSv1
Pulses,Blackgram,KALABURAGI,Black Gram (Whole),Average,Ashok1.1BATSv1
Pulses,Blackgram,KOPPAL,Black Gram (Whole),Average,Jasma1.2.ETSv2
Pulses,Blackgram,MYSURU,Black Gram (Whole),Average,Jasma3.1.ARFIMAv1
Pulses,Chennangidal,BENGALURU,Chennagidal,Average,Jasma1.4.ETSv4
Pulses,Cowpea,GADAG,Cowpea (Whole),Average,Jasma1.4.ETSv4
Pulses,Cowpea,KOPPAL,Cowpea (Whole),Average,Ashok2.2.ETSv2
Pulses,Cowpea,KUSTAGI,Cowpea (Whole),Average,Jasma1.2.ETSv2
Pulses,Cowpea,MYSURU,Cowpea (Whole),Average,Ashok5.1.StructTSv1
Pulses,Green Gramdal,BENGALURU,Green Gram Dal,Average,Jasma1.4.ETSv4
Pulses,Green Gramdal,MYSURU,Green Gram Dal,Average,Jasma1.4.ETSv4
Pulses,Green Gramdal,SHIVAMOGGA,Green Gram Dal,Average,Ashok2.2.ETSv2
Pulses,Green Peas,BENGALURU,Green Peas,Average,Ashok5.1.StructTSv1
Pulses,Green Peas,SHIVAMOGGA,Green Peas,Average,Jasma1.2.ETSv2
Pulses,Greengram,BASAVAKALYANA,Green Gram (Whole),Average,Jasma3.1.ARFIMAv1
Pulses,Greengram,BENGALURU,Green Gram (Whole),Average,Jasma1.2.ETSv2
Pulses,Greengram,BIDAR,Green Gram (Whole),Average,Jasma3.1.ARFIMAv1
Pulses,Greengram,DHARWAR,Green Gram (Whole),Average,Jasma3.1.ARFIMAv1
Pulses,Greengram,GADAG,Green Gram (Whole),Average,Jasma1.4.ETSv4
Pulses,Greengram,HUBBALLI,Green Gram (Whole),Average,Jasma1.4.ETSv4
Pulses,Greengram,KALABURAGI,Green Gram (Whole),Average,Jasma1.3.ETSv3
Pulses,Greengram,LAXMESHWAR,Green Gram (Whole),Average,Ashok3.1ARFIMAV1
Pulses,Greengram,MYSURU,Green Gram (Whole),Average,Jasma3.1.ARFIMAv1
Pulses,Greengram,SHIVAMOGGA,Green Gram (Whole),Average,Ashok2.2.ETSv2
Pulses,Greengram,YADGIR,Green Gram (Whole),Average,Ashok.NNFor
Pulses,Horse Gram,BALLARI,Horse gram (Whole),Average,Ashok2.2.ETSv2
Pulses,Horse Gram,BENGALURU,Horse gram (Whole),Average,Ashok3.1.BaggedModelv1
Pulses,Horse Gram,GADAG,Horse gram (Whole),Average,Jasma1.2.ETSv2
Pulses,Horse Gram,GUNDLUPET,Horse gram (Whole),Average,Jasma1.2.ETSv2
Pulses,Horse Gram,KOPPAL,Horse gram (Whole),Average,Jasma1.2.ETSv2
Pulses,Horse Gram,LAXMESHWAR,Horse gram (Whole),Average,Ashok5.1.StructTSv1
Pulses,Horse Gram,MYSURU,Horse gram (Whole),Average,Jasma1.1.ETSv1
Pulses,Horse Gram,TUMAKURU,Horse gram (Whole),Average,Jasma1.2.ETSv2
Pulses,Moath,BENGALURU,Moath (W),Average,Ashok3.1.BaggedModelv1
Pulses,Tur,BALLARI,Tur,Average,Jasma3.1.ARFIMAv1
Pulses,Tur,BASAVAKALYANA,Red,Average,Jasma1.1.ETSv1
Pulses,Tur,BIDAR,Tur,Average,Ashok1.1BATSv1
Pulses,Tur,CHITTAPURA,Red,Average,Ashok1.1BATSv1
Pulses,Tur,HUMNABAD,Tur,Average,Jasma1.3.ETSv3
Pulses,Tur,KALABURAGI,Tur,Average,Ashok1.1BATSv1
Pulses,Tur,KOPPAL,Tur,Average,Ashok.BaggedETS.BaggedETSv2
Pulses,Tur,LAXMESHWAR,Tur,Average,Jasma3.1.ARFIMAv1
Pulses,Tur,LINGASARGUR,Tur,Average,Ashok1.4ETSv4
Pulses,Tur,RAICHUR,Red,Average,Ashok1.1BATSv1
Pulses,Tur,RAICHUR,White,Average,Ashok1.1BATSv1
Pulses,Tur,RONA,Tur,Average,Ashok5.1.StructTSv1
Pulses,Tur,SEDAM,Tur,Average,Ashok.BaggedETS.BaggedModelv1
Pulses,Tur,SHORAPUR,Tur,Average,Jasma3.1.ARFIMAv1
Pulses,Tur,SINDAGI,Tur,Average,Jasma3.1.ARFIMAv1
Pulses,Tur,VIJAYAPURA,Tur,Average,Jasma1.1.ETSv1
Pulses,Tur,YADGIR,Red,Average,Ashok4.1.BaggedETSv1
Pulses,Tur,YADGIR,White,Average,Ashok1.1BATSv1
Pulses,Tur Dal,BANGARPET,Tur Dal,Average,Jasma1.1.ETSv1
Pulses,Tur Dal,BENGALURU,Tur Dal,Average,Jasma1.1.ETSv1
Pulses,Tur Dal,MYSURU,Tur Dal,Average,Ashok5.1.StructTSv1
Pulses,Tur Dal,SHIVAMOGGA,Tur Dal,Average,Ashok2.2.ETSv2
Spices,Chilly Red,SHIVAMOGGA,Other,Average,Jasma1.2.ETSv2
Spices,Coriander Seed,BENGALURU,Coriander Seed,Average,Jasma5.1.BaggedModelv1
Spices,Coriander Seed,LAXMESHWAR,Coriander Seed,Average,Jasma3.1.ARFIMAv1
Spices,Coriander Seed,MYSURU,Coriander Seed,Average,Ashok.NNFor
Spices,Coriander Seed,SHIVAMOGGA,Coriander Seed,Average,Ashok5.1.StructTSv1
Spices,Dry Chillies,BENGALURU,Byadgi,Average,Ashok1.4ETSv4
Spices,Dry Chillies,BENGALURU,Guntur,Average,Ashok.BaggedETS.BaggedETSv2
Spices,Dry Chillies,BENGALURU,Mankattu,Average,Jasma6.1.BaggedETSv1
Spices,Dry Chillies,BYADGI,Dabbi,Average,Ashok3.1ARFIMAV1
Spices,Dry Chillies,BYADGI,Guntur,Average,Ashok5.1.StructTSv1
Spices,Dry Chillies,BYADGI,Kaddi,Average,Ashok5.1.StructTSv1
Spices,Dry Chillies,HUBBALLI,Kaddi,Average,Ashok1.1BATSv1
Spices,Dry Chillies,MANGALURU,Other,Average,Ashok5.1.StructTSv1
Spices,Dry Chillies,MYSURU,Local,Average,Ashok2.2.ETSv2
Spices,Dry Chillies,SINDHANUR,Local,Average,Jasma1.4.ETSv4
Spices,Garlic,BENGALURU,Garlic,Average,Jasma3.1.ARFIMAv1
Spices,Garlic,HASSAN,Garlic,Average,Jasma1.2.ETSv2
Spices,Garlic,MYSURU,Other,Average,Ashok4.1.BaggedETSv1
Spices,Methi Seeds,BENGALURU,Methiseeds,Average,Ashok2.2.ETSv2
Spices,Pepper,CHIKKAMAGALURU,Other,Average,Ashok.NNFor
Spices,Pepper,GONIKOPPAL,Black Pepper,Average,Ashok1.1BATSv1
Spices,Pepper,MANGALURU,Black Pepper,Average,Ashok5.1.StructTSv1
Spices,Pepper,MUDIGERE,Other,Average,Ashok3.1ARFIMAV1
Spices,Pepper,SAKLESHPUR,Black Pepper,Average,Ashok5.1.StructTSv1
Spices,Pepper,SIDDAPURA,Black Pepper,Average,Jasma3.1.ARFIMAv1
Spices,Pepper,SIRSI,Other,Average,Jasma3.1.ARFIMAv1
Spices,Pepper,SOMWARPET,Black Pepper,Average,Jasma3.1.ARFIMAv1
Spices,Pepper,YELLAPURA,Other,Average,Ashok.BaggedETS.BaggedETSv2
Spices,Turmeric,BENGALURU,Turmeric Stick,Average,Ashok.BaggedETS.BaggedModelv1
Spices,Turmeric,C.R.NAGAR,Turmeric,Average,Jasma1.2.ETSv2
Spices,Turmeric,GUNDLUPET,Local,Average,Jasma1.1.ETSv1
Vegetables,Alasandikai,BINNY MILL (F&V),Alasandikai,Average,Ashok5.1.StructTSv1
Vegetables,Ash Gourd,MYSURU,Ashgourd,Average,Jasma2.1BATSv1
Vegetables,Banana Green,BINNY MILL (F&V),Banana - Green (Balekai),Average,Jasma1.3.ETSv3
Vegetables,Banana Green,DODDABALLAPUR,Banana - Green (Balekai),Average,Ashok.BaggedETS.BaggedModelv1
Vegetables,Beans,BAGEPALLI,Beans (Whole),Average,Ashok2.2.ETSv2
Vegetables,Beans,BANGARPET,Beans (Whole),Average,Jasma6.1.BaggedETSv1
Vegetables,Beans,BINNY MILL (F&V),Beans (Whole),Average,Jasma1.2.ETSv2
Vegetables,Beans,CHICKBALLAPUR,Beans (Whole),Average,Jasma1.3.ETSv3
Vegetables,Beans,CHIKKAMAGALURU,Beans (Whole),Average,Ashok2.2.ETSv2
Vegetables,Beans,DODDABALLAPUR,Beans (Whole),Average,Ashok1.1BATSv1
Vegetables,Beans,HASSAN,Beans (Whole),Average,Ashok.NNFor
Vegetables,Beans,KOLAR,Beans (Whole),Average,Ashok5.1.StructTSv1
Vegetables,Beans,MALUR,Beans (Whole),Average,Jasma1.4.ETSv4
Vegetables,Beans,MYSURU,Beans (Whole),Average,Ashok5.1.StructTSv1
Vegetables,Beans,RAMANAGARA,Beans (Whole),Average,Ashok1.1BATSv1
Vegetables,Beetroot,BANGARPET,Beetroot,Average,Jasma1.4.ETSv4
Vegetables,Beetroot,BINNY MILL (F&V),Beetroot,Average,Jasma1.2.ETSv2
Vegetables,Beetroot,CHICKBALLAPUR,Beetroot,Average,Jasma2.1BATSv1
Vegetables,Beetroot,CHIKKAMAGALURU,Beetroot,Average,Jasma1.2.ETSv2
Vegetables,Beetroot,DODDABALLAPUR,Beetroot,Average,Ashok2.1.ETSv1
Vegetables,Beetroot,KOLAR,Beetroot,Average,Jasma1.2.ETSv2
Vegetables,Beetroot,MYSURU,Beetroot,Average,Jasma3.1.ARFIMAv1
Vegetables,Beetroot,RAMANAGARA,Beetroot,Average,Jasma1.4.ETSv4
Vegetables,Bitter Gourd,BINNY MILL (F&V),Bitter Gourd,Average,Jasma1.2.ETSv2
Vegetables,Bitter Gourd,CHICKBALLAPUR,Bitter Gourd,Average,Jasma1.2.ETSv2
Vegetables,Bitter Gourd,DODDABALLAPUR,Bitter Gourd,Average,Ashok5.1.StructTSv1
Vegetables,Bitter Gourd,MYSURU,Bitter Gourd,Average,Ashok3.1ARFIMAV1
Vegetables,Bitter Gourd,RAMANAGARA,Bitter Gourd,Average,Ashok5.1.StructTSv1
Vegetables,Bottle Gourd,BINNY MILL (F&V),Bottle Gourd,Average,Jasma2.1BATSv1
Vegetables,Bottle Gourd,CHICKBALLAPUR,Bottle Gourd,Average,Ashok2.1.ETSv1
Vegetables,Bottle Gourd,MYSURU,Bottle Gourd,Average,Jasma1.2.ETSv2
Vegetables,Brinjal,BAGEPALLI,Other,Average,Ashok1.1BATSv1
Vegetables,Brinjal,BANGARPET,Brinjal,Average,Jasma1.1.ETSv1
Vegetables,Brinjal,BINNY MILL (F&V),Brinjal,Average,Jasma3.1.ARFIMAv1
Vegetables,Brinjal,CHANNAPATNA,Brinjal,Average,Jasma1.4.ETSv4
Vegetables,Brinjal,CHICKBALLAPUR,Brinjal,Average,Jasma1.3.ETSv3
Vegetables,Brinjal,CHIKKAMAGALURU,Other,Average,Ashok1.1BATSv1
Vegetables,Brinjal,DODDABALLAPUR,Brinjal,Average,Jasma1.2.ETSv2
Vegetables,Brinjal,MYSURU,Brinjal,Average,Jasma1.2.ETSv2
Vegetables,Brinjal,MYSURU,Round,Average,Jasma1.4.ETSv4
Vegetables,Brinjal,RAMANAGARA,Brinjal,Average,Ashok1.1BATSv1
Vegetables,Bunch Beans,BINNY MILL (F&V),Bunch Beans,Average,Ashok5.1.StructTSv1
Vegetables,Bunch Beans,RAMANAGARA,Bunch Beans,Average,Ashok.BaggedETS.BaggedETSv2
Vegetables,Cabbage,BAGEPALLI,Cabbage,Average,Jasma1.3.ETSv3
Vegetables,Cabbage,BANGARPET,Cabbage,Average,Jasma1.2.ETSv2
Vegetables,Cabbage,BINNY MILL (F&V),Cabbage,Average,Jasma3.1.ARFIMAv1
Vegetables,Cabbage,CHICKBALLAPUR,Cabbage,Average,Jasma1.2.ETSv2
Vegetables,Cabbage,CHIKKAMAGALURU,Cabbage,Average,Ashok2.1.ETSv1
Vegetables,Cabbage,HASSAN,Cabbage,Average,Jasma3.1.ARFIMAv1
Vegetables,Cabbage,KOLAR,Cabbage,Average,Ashok3.1ARFIMAV1
Vegetables,Cabbage,MALUR,Cabbage,Average,Ashok.NNFor
Vegetables,Cabbage,MYSURU,Cabbage,Average,Ashok1.1BATSv1
Vegetables,Cabbage,RAMANAGARA,Cabbage,Average,Jasma6.1.BaggedETSv1
Vegetables,Capsicum,BINNY MILL (F&V),Capsicum,Average,Jasma5.1.BaggedModelv1
Vegetables,Capsicum,CHICKBALLAPUR,Capsicum,Average,Ashok1.1BATSv1
Vegetables,Capsicum,KOLAR,Capsicum,Average,Jasma1.2.ETSv2
Vegetables,Capsicum,MYSURU,Capsicum,Average,Jasma3.1.ARFIMAv1
Vegetables,Carrot,BAGEPALLI,Carrot,Average,Basic NN
Vegetables,Carrot,BANGARPET,Carrot,Average,Ashok5.1.StructTSv1
Vegetables,Carrot,BINNY MILL (F&V),Carrot,Average,Ashok5.1.StructTSv1
Vegetables,Carrot,CHICKBALLAPUR,Carrot,Average,Ashok5.1.StructTSv1
Vegetables,Carrot,CHIKKAMAGALURU,Others,Average,Ashok.NNFor
Vegetables,Carrot,DODDABALLAPUR,Others,Average,Ashok1.1BATSv1
Vegetables,Carrot,HASSAN,Carrot,Average,Ashok5.1.StructTSv1
Vegetables,Carrot,KOLAR,Carrot,Average,Jasma1.2.ETSv2
Vegetables,Carrot,MYSURU,Carrot,Average,Ashok2.2.ETSv2
Vegetables,Carrot,RAMANAGARA,Carrot,Average,Jasma1.3.ETSv3
Vegetables,Cauliflower,BINNY MILL (F&V),Cauliflower,Average,Ashok3.1.BaggedModelv1
Vegetables,Cauliflower,CHICKBALLAPUR,Cauliflower,Average,Ashok2.2.ETSv2
Vegetables,Cauliflower,CHIKKAMAGALURU,Local,Average,Jasma1.3.ETSv3
Vegetables,Cauliflower,DODDABALLAPUR,Cauliflower,Average,Jasma1.2.ETSv2
Vegetables,Cauliflower,KOLAR,Local,Average,Ashok3.1ARFIMAV1
Vegetables,Cauliflower,MYSURU,Local,Average,Ashok1.4ETSv4
Vegetables,Chapparada Avare,BINNY MILL (F&V),Chapparada Avarekai,Average,Jasma1.2.ETSv2
Vegetables,Chapparada Avare,KOLAR,Chapparada Avarekai,Average,Ashok.BaggedETS.BaggedETSv2
Vegetables,Chilly Capsicum,BAGEPALLI,Chilly Capsicum,Average,Ashok2.2.ETSv2
Vegetables,Chilly Capsicum,CHICKBALLAPUR,Chilly Capsicum,Average,Jasma1.1.ETSv1
Vegetables,Chilly Capsicum,KOLAR,Chilly Capsicum,Average,Jasma1.2.ETSv2
Vegetables,Chilly Capsicum,MYSURU,Chilly Capsicum,Average,Jasma1.2.ETSv2
Vegetables,Coriander,GADAG,Local,Average,Jasma3.1.ARFIMAv1
Vegetables,Coriander,TUMAKURU,Local,Average,Jasma1.2.ETSv2
Vegetables,Cucumbar,BINNY MILL (F&V),Cucumbar,Average,Jasma1.3.ETSv3
Vegetables,Cucumbar,CHANNAPATNA,Cucumbar,Average,Ashok1.4ETSv4
Vegetables,Cucumbar,CHICKBALLAPUR,Cucumbar,Average,Ashok4.1.BaggedETSv1
Vegetables,Cucumbar,CHIKKAMAGALURU,Cucumbar,Average,Ashok2.1.ETSv1
Vegetables,Cucumbar,DODDABALLAPUR,Cucumbar,Average,Ashok1.1BATSv1
Vegetables,Cucumbar,HASSAN,Cucumbar,Average,Ashok5.1.StructTSv1
Vegetables,Cucumbar,K.R.PET,Cucumbar,Average,Ashok1.4ETSv4
Vegetables,Cucumbar,KOLAR,Cucumbar,Average,Ashok1.1BATSv1
Vegetables,Cucumbar,MYSURU,Cucumbar,Average,Jasma1.3.ETSv3
Vegetables,Cucumbar,RAMANAGARA,Cucumbar,Average,Jasma1.2.ETSv2
Vegetables,Drum Stick,BINNY MILL (F&V),Drumstick,Average,Jasma3.1.ARFIMAv1
Vegetables,Drum Stick,MYSURU,Drumstick,Average,Ashok3.1ARFIMAV1
Vegetables,Green Avare (W),BINNY MILL (F&V),Green Avare (W),Average,Ashok5.1.StructTSv1
Vegetables,Green Avare (W),RAMANAGARA,Green Avare (W),Average,Jasma2.1BATSv1
Vegetables,Green Chilly,BAGEPALLI,Green Chilly,Average,Ashok1.4ETSv4
Vegetables,Green Chilly,BELUR,Green Chilly,Average,Jasma1.3.ETSv3
Vegetables,Green Chilly,BINNY MILL (F&V),Green Chilly,Average,Ashok2.2.ETSv2
Vegetables,Green Chilly,CHANNAPATNA,Green Chilly,Average,Ashok1.1BATSv1
Vegetables,Green Chilly,CHICKBALLAPUR,Green Chilly,Average,Jasma1.2.ETSv2
Vegetables,Green Chilly,CHIKKAMAGALURU,Green Chilly,Average,Jasma1.2.ETSv2
Vegetables,Green Chilly,DAVANAGERE,Green Chilly,Average,Jasma1.2.ETSv2
Vegetables,Green Chilly,DODDABALLAPUR,Green Chilly,Average,Ashok3.1.BaggedModelv1
Vegetables,Green Chilly,HASSAN,Green Chilly,Average,Jasma1.1.ETSv1
Vegetables,Green Chilly,KOLAR,Green Chilly,Average,Jasma1.3.ETSv3
Vegetables,Green Chilly,MYSURU,Green Chilly,Average,Jasma1.2.ETSv2
Vegetables,Green Chilly,RAMANAGARA,Green Chilly,Average,Jasma1.3.ETSv3
Vegetables,Green Ginger,BELUR,Green Ginger,Average,Ashok3.1ARFIMAV1
Vegetables,Green Ginger,BENGALURU,Green Ginger,Average,Ashok2.2.ETSv2
Vegetables,Green Ginger,BINNY MILL (F&V),Green Ginger,Average,Jasma1.2.ETSv2
Vegetables,Green Ginger,GONIKOPPAL,Green Ginger,Average,Ashok4.1.BaggedETSv1
